old_url,action,new_url_or_file,language,priority,notes
/es/estrenamos-nueva-imagen/,301,/es/nosotros,es,P2,Brand refresh ES
/es/inauguracion-y-puertas-abiertas-en-mira-sol/,301,/es/proyectos,es,P2,Mira Sol open day ES
/es/abiertas-las-inscripciones-al-3er-concurso-iberamericano-passivhaus/,301,/es/blog,es,P2,Iberamerican contest ES
/es/jornada-de-puertas-abiertas-en-llinars-del-valles/,301,/es/proyecto-k-mogent,es,P2,Llinars open day ES -> k-mogent
/es/primera-casa-passivhaus-de-sant-cugat-del-valles-2/,301,/es/proyecto-k-del-carril,es,P0,Sant Cugat 1st PH ES
/es/madera-un-material-sostenible/,301,/es/article-revolucion-madera,es,P2,Wood material ES
/es/vota-en-los-premios-green-building-solutions-awards-2015/,301,/es/blog,es,P2,Awards 2015 ES
/vota-en-los-premios-green-building-solutions-awards-2015/,301,/blog,ca,P2,Awards 2015 (mis-categorised root post)
/es/remonta-en-sant-cugat-del-valles/,301,/es/proyecto-remunta-sant-cugat,es,P1,Remunta SC ES
/es/inicio-construccion-casa-pasiva/,301,/es/construccion,es,P2,Construction kickoff ES
/es/jornada-de-portes-obertes/,301,/es/blog,es,P2,Open day generic ES
/es/papik-group-asume-nueva-identidad-manteniendo-30-anos-de-recorrido-en-construccion-de-casas-sostenibles/,301,/es/nosotros,es,P0,Cantabria Economica backlink (override vercel.json /es/empresa to /es/nosotros after rename)
# === WORDPRESS TAXONOMIES - DEPRECATE (already in vercel.json catch-all) ===
/category/uncategorized-ca/,deprecate,/blog,ca,P0,WP taxonomy (catch-all in vercel.json)
/category/curiosidades/,deprecate,/blog,ca,P0,WP taxonomy
/category/tecnologia/,deprecate,/blog,ca,P0,WP taxonomy
/category/aislamiento/,deprecate,/blog,ca,P0,WP taxonomy
/category/prensa/,deprecate,/blog,ca,P0,WP taxonomy
/category/passivhaus/,deprecate,/blog,ca,P0,WP taxonomy
/category/portfolio/,deprecate,/blog,ca,P0,WP taxonomy
/category/energia/,deprecate,/blog,ca,P0,WP taxonomy
/category/casa-pasiva/,deprecate,/blog,ca,P0,WP taxonomy
/category/arquitectura/,deprecate,/blog,ca,P0,WP taxonomy
/category/casa-madera/,deprecate,/blog,ca,P0,WP taxonomy
/category/passive-house/,deprecate,/blog,ca,P0,WP taxonomy
/category/aillament/,deprecate,/blog,ca,P0,WP taxonomy
/category/curiositats/,deprecate,/blog,ca,P0,WP taxonomy
/category/premsa/,deprecate,/blog,ca,P0,WP taxonomy
/category/casa-passiva/,deprecate,/blog,ca,P0,WP taxonomy
/category/portfoli/,deprecate,/blog,ca,P0,WP taxonomy
/category/aquitectura/,deprecate,/blog,ca,P0,WP taxonomy (note typo aquitectura)
/category/casa-fusta/,deprecate,/blog,ca,P0,WP taxonomy
/category/esdeveniments/,deprecate,/blog,ca,P0,WP taxonomy
/category/casa-sostenible/,deprecate,/blog,ca,P0,WP taxonomy
/es/category/sin-categorizar/,deprecate,/es/blog,es,P0,WP taxonomy ES
/es/category/aislamiento-es/,deprecate,/es/blog,es,P0,WP taxonomy ES
/es/category/passivhaus-es/,deprecate,/es/blog,es,P0,WP taxonomy ES
/es/category/curiosidades-es/,deprecate,/es/blog,es,P0,WP taxonomy ES
/es/category/tecnologia-es/,deprecate,/es/blog,es,P0,WP taxonomy ES
/es/category/casa-pasiva-es/,deprecate,/es/blog,es,P0,WP taxonomy ES
/es/category/arquitectura-es/,deprecate,/es/blog,es,P0,WP taxonomy ES
/es/category/energia-es/,deprecate,/es/blog,es,P0,WP taxonomy ES
/es/category/casa-madera-es/,deprecate,/es/blog,es,P0,WP taxonomy ES
/es/category/passive-house-es/,deprecate,/es/blog,es,P0,WP taxonomy ES
/es/category/casa-passiva-es/,deprecate,/es/blog,es,P0,WP taxonomy ES
/es/category/premsa-es/,deprecate,/es/blog,es,P0,WP taxonomy ES
/es/category/casa-madera-es-2/,deprecate,/es/blog,es,P0,WP taxonomy duplicate
/es/category/aislamiento-es-2/,deprecate,/es/blog,es,P0,WP taxonomy duplicate
/es/category/curiosidades-es-2/,deprecate,/es/blog,es,P0,WP taxonomy duplicate
/es/category/casa-sostenible-es/,deprecate,/es/blog,es,P0,WP taxonomy ES
/es/category/portfolio-es-2/,deprecate,/es/blog,es,P0,WP taxonomy duplicate
/tipusprojecte/ampliacio-remonta/,deprecate,/projectes,ca,P0,WP project taxonomy (catch-all)
/tipusprojecte/rehabilitacio/,deprecate,/projectes,ca,P0,WP project taxonomy
/tipusprojecte/eskimohaus/,deprecate,/projectes,ca,P0,WP project taxonomy
/tipusprojecte/passivhaus/,deprecate,/projectes,ca,P0,WP project taxonomy
/es/tipoproyecto/eskimohaus-es/,deprecate,/es/proyectos,es,P0,WP project taxonomy ES
/es/tipoproyecto/passivhaus-es/,deprecate,/es/proyectos,es,P0,WP project taxonomy ES
/es/tipoproyecto/rehabilitacion/,deprecate,/es/proyectos,es,P0,WP project taxonomy ES
/es/tipoproyecto/ampliacion-remonta/,deprecate,/es/proyectos,es,P0,WP project taxonomy ES
/author/papik/,deprecate,/nosaltres,ca,P0,WP author archive
/author/m_disseny/,deprecate,/nosaltres,ca,P0,WP author archive
/author/miguelluzerta-es/,deprecate,/nosaltres,ca,P0,WP author archive
/author/nico-gibert/,deprecate,/nosaltres,ca,P0,WP author archive
